team,visitor,tscore,vscore,gamespread,shorthome,shortvis,attendance
Toronto Raptors,New York Knicks,101,145,-44,Raptors,Knicks,0
Atlanta Hawks,Portland Trail Blazers,120,106,14,Hawks,Blazers,0
Philadelphia 76ers,LA Clippers,107,108,-1,76ers,Clippers,0
Chicago Bulls,Indiana Pacers,125,99,26,Bulls,Pacers,0
Minnesota Timberwolves,Detroit Pistons,106,91,15,Timberwolves,Pistons,0
Oklahoma City Thunder,Houston Rockets,126,132,-6,Thunder,Rockets,0
Memphis Grizzlies,Los Angeles Lakers,124,136,-12,Grizzlies,Lakers,0
Utah Jazz,San Antonio Spurs,111,118,-7,Jazz,Spurs,0
Denver Nuggets,Phoenix Suns,97,104,-7,Nuggets,Suns,0
Atlanta Hawks,Boston Celtics,123,122,1,Hawks,Celtics,0
New Orleans Pelicans,Milwaukee Bucks,107,100,7,Pelicans,Bucks,0
Washington Wizards,Detroit Pistons,87,96,-9,Wizards,Pistons,0
Orlando Magic,LA Clippers,97,100,-3,Magic,Clippers,0
Indiana Pacers,Los Angeles Lakers,109,90,19,Pacers,Lakers,0
Charlotte Hornets,Golden State Warriors,97,115,-18,Hornets,Warriors,0
Brooklyn Nets,Chicago Bulls,125,108,17,Nets,Bulls,0
Cleveland Cavaliers,Philadelphia 76ers,117,114,3,Cavaliers,76ers,0
Oklahoma City Thunder,Phoenix Suns,128,103,25,Thunder,Suns,0
Miami Heat,Portland Trail Blazers,142,82,60,Heat,Blazers,0
San Antonio Spurs,New York Knicks,130,126,4,Spurs,Knicks,0
Denver Nuggets,Minnesota Timberwolves,98,111,-13,Nuggets,Timberwolves,0
Utah Jazz,Houston Rockets,100,101,-1,Jazz,Rockets,0
Sacramento Kings,Dallas Mavericks,103,107,-4,Kings,Mavericks,0
New Orleans Pelicans,Boston Celtics,92,104,-12,Pelicans,Celtics,0
Orlando Magic,Memphis Grizzlies,118,88,30,Magic,Grizzlies,0
Atlanta Hawks,Milwaukee Bucks,113,122,-9,Hawks,Bucks,0
Denver Nuggets,Cleveland Cavaliers,130,101,29,Nuggets,Cavaliers,0
Toronto Raptors,Philadelphia 76ers,120,135,-15,Raptors,76ers,0
Washington Wizards,Miami Heat,107,119,-12,Wizards,Heat,0
Charlotte Hornets,LA Clippers,118,130,-12,Hornets,Clippers,0
Brooklyn Nets,Los Angeles Lakers,104,116,-12,Nets,Lakers,0
San Antonio Spurs,Golden State Warriors,113,117,-4,Spurs,Warriors,0
Houston Rockets,Dallas Mavericks,107,125,-18,Rockets,Mavericks,0
Minnesota Timberwolves,Chicago Bulls,101,109,-8,Timberwolves,Bulls,0
New York Knicks,Oklahoma City Thunder,112,113,-1,Knicks,Thunder,0
Sacramento Kings,Utah Jazz,127,106,21,Kings,Jazz,0
Indiana Pacers,Brooklyn Nets,133,111,22,Pacers,Nets,0
Charlotte Hornets,Boston Celtics,104,118,-14,Hornets,Celtics,0
Detroit Pistons,Memphis Grizzlies,108,110,-2,Pistons,Grizzlies,0
Orlando Magic,Portland Trail Blazers,104,103,1,Magic,Blazers,0
Chicago Bulls,Atlanta Hawks,101,113,-12,Bulls,Hawks,0
New Orleans Pelicans,Phoenix Suns,111,124,-13,Pelicans,Suns,0
Toronto Raptors,Los Angeles Lakers,111,128,-17,Raptors,Lakers,0
Washington Wizards,Milwaukee Bucks,117,113,4,Wizards,Bucks,0
Philadelphia 76ers,Oklahoma City Thunder,109,105,4,76ers,Thunder,0
Miami Heat,New York Knicks,109,99,10,Heat,Knicks,0
Minnesota Timberwolves,Houston Rockets,113,106,7,Timberwolves,Rockets,0
Utah Jazz,Cleveland Cavaliers,113,129,-16,Jazz,Cavaliers,0
Denver Nuggets,San Antonio Spurs,110,105,5,Nuggets,Spurs,0
Golden State Warriors,Dallas Mavericks,104,100,4,Warriors,Mavericks,0
Sacramento Kings,LA Clippers,109,95,14,Kings,Clippers,0
Charlotte Hornets,Portland Trail Blazers,86,89,-3,Hornets,Blazers,0
Washington Wizards,Los Angeles Lakers,120,125,-5,Wizards,Lakers,0
Atlanta Hawks,Detroit Pistons,121,113,8,Hawks,Pistons,0
Boston Celtics,Oklahoma City Thunder,135,100,35,Celtics,Thunder,0
Brooklyn Nets,Indiana Pacers,115,111,4,Nets,Pacers,0
New Orleans Pelicans,Orlando Magic,108,117,-9,Pelicans,Magic,0
Milwaukee Bucks,Memphis Grizzlies,101,111,-10,Bucks,Grizzlies,0
Minnesota Timberwolves,Toronto Raptors,133,85,48,Timberwolves,Raptors,0
Phoenix Suns,Cleveland Cavaliers,122,101,21,Suns,Cavaliers,0
Dallas Mavericks,Atlanta Hawks,109,95,14,Mavericks,Hawks,0
Miami Heat,Philadelphia 76ers,105,109,-4,Heat,76ers,0
New York Knicks,Sacramento Kings,120,109,11,Knicks,Kings,0
Houston Rockets,Golden State Warriors,110,133,-23,Rockets,Warriors,0
LA Clippers,Denver Nuggets,102,100,2,Clippers,Nuggets,0
Charlotte Hornets,Orlando Magic,124,115,9,Hornets,Magic,0
Washington Wizards,Portland Trail Blazers,102,108,-6,Wizards,Blazers,0
Indiana Pacers,Oklahoma City Thunder,126,112,14,Pacers,Thunder,0
Boston Celtics,Sacramento Kings,101,100,1,Celtics,Kings,0
New Orleans Pelicans,San Antonio Spurs,109,111,-2,Pelicans,Spurs,0
Memphis Grizzlies,Detroit Pistons,108,90,18,Grizzlies,Pistons,0
Houston Rockets,Miami Heat,104,119,-15,Rockets,Heat,0
Chicago Bulls,New York Knicks,108,100,8,Bulls,Knicks,0
Milwaukee Bucks,Toronto Raptors,111,117,-6,Bucks,Raptors,0
Dallas Mavericks,Golden State Warriors,108,106,2,Mavericks,Warriors,0
Phoenix Suns,Minnesota Timberwolves,97,87,10,Suns,Timberwolves,0
LA Clippers,Utah Jazz,131,102,29,Clippers,Jazz,0
Los Angeles Lakers,Cleveland Cavaliers,116,97,19,Lakers,Cavaliers,0
Brooklyn Nets,Detroit Pistons,113,103,10,Nets,Pistons,0
Memphis Grizzlies,Philadelphia 76ers,96,116,-20,Grizzlies,76ers,0
Denver Nuggets,Atlanta Hawks,142,110,32,Nuggets,Hawks,0
LA Clippers,Cleveland Cavaliers,120,118,2,Clippers,Cavaliers,0
Dallas Mavericks,Houston Rockets,147,136,11,Mavericks,Rockets,0
Indiana Pacers,Miami Heat,117,115,2,Pacers,Heat,0
Charlotte Hornets,Oklahoma City Thunder,118,121,-3,Hornets,Thunder,0
Phoenix Suns,New Orleans Pelicans,105,113,-8,Suns,Pelicans,0
Orlando Magic,Chicago Bulls,113,98,15,Magic,Bulls,0
Toronto Raptors,Washington Wizards,130,122,8,Raptors,Wizards,0
Boston Celtics,Portland Trail Blazers,124,107,17,Celtics,Blazers,0
Milwaukee Bucks,New York Knicks,109,122,-13,Bucks,Knicks,0
San Antonio Spurs,Philadelphia 76ers,126,133,-7,Spurs,76ers,0
Brooklyn Nets,Sacramento Kings,77,107,-30,Nets,Kings,0
Golden State Warriors,Utah Jazz,118,110,8,Warriors,Jazz,0
Los Angeles Lakers,Minnesota Timberwolves,117,127,-10,Lakers,Timberwolves,0
Philadelphia 76ers,Detroit Pistons,120,102,18,76ers,Pistons,0
Toronto Raptors,Indiana Pacers,123,140,-17,Raptors,Pacers,0
Charlotte Hornets,Dallas Mavericks,104,130,-26,Hornets,Mavericks,0
Milwaukee Bucks,Boston Celtics,104,91,13,Bucks,Celtics,0
Atlanta Hawks,Miami Heat,111,117,-6,Hawks,Heat,0
Minnesota Timberwolves,Washington Wizards,130,121,9,Timberwolves,Wizards,0
Chicago Bulls,New York Knicks,117,128,-11,Bulls,Knicks,0
Memphis Grizzlies,San Antonio Spurs,87,102,-15,Grizzlies,Spurs,0
Houston Rockets,Orlando Magic,118,106,12,Rockets,Magic,0
Oklahoma City Thunder,Sacramento Kings,112,105,7,Thunder,Kings,0
Utah Jazz,Denver Nuggets,95,111,-16,Jazz,Nuggets,0
Portland Trail Blazers,New Orleans Pelicans,100,110,-10,Blazers,Pelicans,0
Phoenix Suns,LA Clippers,92,105,-13,Suns,Clippers,0
Los Angeles Lakers,Golden State Warriors,120,134,-14,Lakers,Warriors,0
Cleveland Cavaliers,Memphis Grizzlies,110,98,12,Cavaliers,Grizzlies,0
Atlanta Hawks,Charlotte Hornets,114,115,-1,Hawks,Hornets,0
Miami Heat,Dallas Mavericks,92,111,-19,Heat,Mavericks,0
Brooklyn Nets,Toronto Raptors,106,102,4,Nets,Raptors,0
Oklahoma City Thunder,San Antonio Spurs,127,89,38,Thunder,Spurs,0
Milwaukee Bucks,Orlando Magic,117,99,18,Bucks,Magic,0
Denver Nuggets,Minnesota Timberwolves,116,107,9,Nuggets,Timberwolves,0
LA Clippers,Phoenix Suns,108,124,-16,Clippers,Suns,0
Detroit Pistons,Chicago Bulls,105,127,-22,Pistons,Bulls,0
Boston Celtics,New York Knicks,109,118,-9,Celtics,Knicks,0
Utah Jazz,Houston Rockets,124,121,3,Jazz,Rockets,0
Sacramento Kings,New Orleans Pelicans,123,135,-12,Kings,Pelicans,0
Portland Trail Blazers,Golden State Warriors,92,100,-8,Blazers,Warriors,0
Washington Wizards,Chicago Bulls,127,129,-2,Wizards,Bulls,0
Philadelphia 76ers,Orlando Magic,125,113,12,76ers,Magic,0
Boston Celtics,Charlotte Hornets,131,98,33,Celtics,Hornets,0
Cleveland Cavaliers,Indiana Pacers,129,120,9,Cavaliers,Pacers,0
New York Knicks,Brooklyn Nets,111,107,4,Knicks,Nets,0
Minnesota Timberwolves,Atlanta Hawks,109,106,3,Timberwolves,Hawks,0
San Antonio Spurs,Denver Nuggets,121,120,1,Spurs,Nuggets,0
Oklahoma City Thunder,Milwaukee Bucks,125,107,18,Thunder,Bucks,0
Miami Heat,Toronto Raptors,125,103,22,Heat,Raptors,0
Memphis Grizzlies,Los Angeles Lakers,120,123,-3,Grizzlies,Lakers,0
Dallas Mavericks,Detroit Pistons,89,107,-18,Mavericks,Pistons,0
Portland Trail Blazers,Houston Rockets,107,116,-9,Blazers,Rockets,0
Golden State Warriors,New Orleans Pelicans,109,114,-5,Warriors,Pelicans,0
Sacramento Kings,Phoenix Suns,107,108,-1,Kings,Suns,0
LA Clippers,Utah Jazz,109,110,-1,Clippers,Jazz,0
Cleveland Cavaliers,Charlotte Hornets,110,120,-10,Cavaliers,Hornets,0
Philadelphia 76ers,Brooklyn Nets,107,86,21,76ers,Nets,0
Indiana Pacers,Atlanta Hawks,157,115,42,Pacers,Hawks,0
Boston Celtics,Washington Wizards,132,122,10,Celtics,Wizards,0
Orlando Magic,Milwaukee Bucks,113,88,25,Magic,Bucks,0
Miami Heat,Toronto Raptors,118,103,15,Heat,Raptors,0
New York Knicks,Chicago Bulls,120,119,1,Knicks,Bulls,0
New Orleans Pelicans,Los Angeles Lakers,108,124,-16,Pelicans,Lakers,0
Memphis Grizzlies,Denver Nuggets,111,126,-15,Grizzlies,Nuggets,0
Sacramento Kings,Portland Trail Blazers,121,82,39,Kings,Blazers,0
Golden State Warriors,Utah Jazz,123,116,7,Warriors,Jazz,0
San Antonio Spurs,Detroit Pistons,123,95,28,Spurs,Pistons,0
Minnesota Timberwolves,Phoenix Suns,106,125,-19,Timberwolves,Suns,0
Oklahoma City Thunder,Dallas Mavericks,135,86,49,Thunder,Mavericks,0
LA Clippers,Houston Rockets,105,116,-11,Clippers,Rockets,0
New Orleans Pelicans,Los Angeles Lakers,106,110,-4,Pelicans,Lakers,0
Sacramento Kings,Golden State Warriors,118,94,24,Kings,Warriors,0
Philadelphia 76ers,Miami Heat,105,104,1,76ers,Heat,0
Chicago Bulls,Atlanta Hawks,131,116,15,Bulls,Hawks,0
Miami Heat,Chicago Bulls,112,91,21,Heat,Bulls,0
New Orleans Pelicans,Sacramento Kings,105,98,7,Pelicans,Kings,0
Cleveland Cavaliers,Orlando Magic,97,83,14,Cavaliers,Magic,0
Minnesota Timberwolves,Phoenix Suns,120,95,25,Timberwolves,Suns,0
New York Knicks,Philadelphia 76ers,111,104,7,Knicks,76ers,0
Denver Nuggets,Los Angeles Lakers,114,103,11,Nuggets,Lakers,0
Boston Celtics,Miami Heat,114,94,20,Celtics,Heat,0
LA Clippers,Dallas Mavericks,109,97,12,Clippers,Mavericks,0
Milwaukee Bucks,Indiana Pacers,109,94,15,Bucks,Pacers,0
Oklahoma City Thunder,New Orleans Pelicans,94,92,2,Thunder,Pelicans,0
Cleveland Cavaliers,Orlando Magic,96,86,10,Cavaliers,Magic,0
New York Knicks,Philadelphia 76ers,104,101,3,Knicks,76ers,0
Denver Nuggets,Los Angeles Lakers,101,99,2,Nuggets,Lakers,0
Minnesota Timberwolves,Phoenix Suns,105,93,12,Timberwolves,Suns,0
Milwaukee Bucks,Indiana Pacers,108,125,-17,Bucks,Pacers,0
LA Clippers,Dallas Mavericks,93,96,-3,Clippers,Mavericks,0
Boston Celtics,Miami Heat,101,111,-10,Celtics,Heat,0
Oklahoma City Thunder,New Orleans Pelicans,124,92,32,Thunder,Pelicans,0
Orlando Magic,Cleveland Cavaliers,121,83,38,Magic,Cavaliers,0
Philadelphia 76ers,New York Knicks,125,114,11,76ers,Knicks,0
Los Angeles Lakers,Denver Nuggets,105,112,-7,Lakers,Nuggets,0
Indiana Pacers,Milwaukee Bucks,121,118,3,Pacers,Bucks,0
Dallas Mavericks,LA Clippers,101,90,11,Mavericks,Clippers,0
Phoenix Suns,Minnesota Timberwolves,109,126,-17,Suns,Timberwolves,0
Orlando Magic,Cleveland Cavaliers,112,89,23,Magic,Cavaliers,0
New Orleans Pelicans,Oklahoma City Thunder,85,106,-21,Pelicans,Thunder,0
Miami Heat,Boston Celtics,84,104,-20,Heat,Celtics,0
Los Angeles Lakers,Denver Nuggets,119,108,11,Lakers,Nuggets,0
Philadelphia 76ers,New York Knicks,92,97,-5,76ers,Knicks,0
Dallas Mavericks,LA Clippers,111,116,-5,Mavericks,Clippers,0
Indiana Pacers,Milwaukee Bucks,126,113,13,Pacers,Bucks,0
Phoenix Suns,Minnesota Timberwolves,116,122,-6,Suns,Timberwolves,0
Miami Heat,Boston Celtics,88,102,-14,Heat,Celtics,0
New Orleans Pelicans,Oklahoma City Thunder,89,97,-8,Pelicans,Thunder,0
Denver Nuggets,Los Angeles Lakers,108,106,2,Nuggets,Lakers,0
Minnesota Timberwolves,Phoenix Suns,N/A,N/A,#VALUE!,Timberwolves,Suns,0
New York Knicks,Philadelphia 76ers,106,112,-6,Knicks,76ers,0
Cleveland Cavaliers,Orlando Magic,104,103,1,Cavaliers,Magic,0
Milwaukee Bucks,Indiana Pacers,115,92,23,Bucks,Pacers,0
Boston Celtics,Miami Heat,118,84,34,Celtics,Heat,0
Oklahoma City Thunder,New Orleans Pelicans,N/A,N/A,#VALUE!,Thunder,Pelicans,0
LA Clippers,Dallas Mavericks,93,123,-30,Clippers,Mavericks,0
Los Angeles Lakers,Denver Nuggets,N/A,N/A,#VALUE!,Lakers,Nuggets,0
Phoenix Suns,Minnesota Timberwolves,N/A,N/A,#VALUE!,Suns,Timberwolves,0
Indiana Pacers,Milwaukee Bucks,120,98,22,Pacers,Bucks,0
Philadelphia 76ers,New York Knicks,115,118,-3,76ers,Knicks,0
New Orleans Pelicans,Oklahoma City Thunder,N/A,N/A,#VALUE!,Pelicans,Thunder,0
Miami Heat,Boston Celtics,N/A,N/A,#VALUE!,Heat,Celtics,0
Orlando Magic,Cleveland Cavaliers,103,96,7,Magic,Cavaliers,0
Dallas Mavericks,LA Clippers,114,101,13,Mavericks,Clippers,0
Denver Nuggets,Los Angeles Lakers,N/A,N/A,#VALUE!,Nuggets,Lakers,0
Minnesota Timberwolves,Phoenix Suns,N/A,N/A,#VALUE!,Timberwolves,Suns,0
Milwaukee Bucks,Indiana Pacers,N/A,N/A,#VALUE!,Bucks,Pacers,0
Denver Nuggets,Minnesota Timberwolves,99,106,-7,Nuggets,Timberwolves,0
New York Knicks,Philadelphia 76ers,N/A,N/A,#VALUE!,Knicks,76ers,0
Oklahoma City Thunder,New Orleans Pelicans,N/A,N/A,#VALUE!,Thunder,Pelicans,0
Boston Celtics,Miami Heat,N/A,N/A,#VALUE!,Celtics,Heat,0
Cleveland Cavaliers,Orlando Magic,106,94,12,Cavaliers,Magic,0
LA Clippers,Dallas Mavericks,N/A,N/A,#VALUE!,Clippers,Mavericks,0
New York Knicks,Indiana Pacers,121,117,4,Knicks,Pacers,0
Denver Nuggets,Minnesota Timberwolves,80,106,-26,Nuggets,Timberwolves,0
Boston Celtics,Cleveland Cavaliers,120,95,25,Celtics,Cavaliers,0
Oklahoma City Thunder,Dallas Mavericks,117,95,22,Thunder,Mavericks,0
New York Knicks,Indiana Pacers,130,121,9,Knicks,Pacers,0
Boston Celtics,Cleveland Cavaliers,94,118,-24,Celtics,Cavaliers,0
Oklahoma City Thunder,Dallas Mavericks,110,119,-9,Thunder,Mavericks,0
Indiana Pacers,New York Knicks,111,106,5,Pacers,Knicks,0
Minnesota Timberwolves,Denver Nuggets,90,117,-27,Timberwolves,Nuggets,0
Dallas Mavericks,Oklahoma City Thunder,105,101,4,Mavericks,Thunder,0
Cleveland Cavaliers,Boston Celtics,93,106,-13,Cavaliers,Celtics,0
Indiana Pacers,New York Knicks,121,89,32,Pacers,Knicks,0
Minnesota Timberwolves,Denver Nuggets,107,115,-8,Timberwolves,Nuggets,0
Cleveland Cavaliers,Boston Celtics,102,109,-7,Cavaliers,Celtics,0
Dallas Mavericks,Oklahoma City Thunder,96,100,-4,Mavericks,Thunder,0
New York Knicks,Indiana Pacers,121,91,30,Knicks,Pacers,0
Denver Nuggets,Minnesota Timberwolves,112,97,15,Nuggets,Timberwolves,0
Boston Celtics,Cleveland Cavaliers,113,98,15,Celtics,Cavaliers,0
Oklahoma City Thunder,Dallas Mavericks,92,104,-12,Thunder,Mavericks,0
Minnesota Timberwolves,Denver Nuggets,115,70,45,Timberwolves,Nuggets,0
Indiana Pacers,New York Knicks,116,103,13,Pacers,Knicks,0
Cleveland Cavaliers,Boston Celtics,N/A,N/A,#VALUE!,Cavaliers,Celtics,0
Dallas Mavericks,Oklahoma City Thunder,117,116,1,Mavericks,Thunder,0
Boston Celtics,Cleveland Cavaliers,N/A,N/A,#VALUE!,Celtics,Cavaliers,0
New York Knicks,Indiana Pacers,109,130,-21,Knicks,Pacers,0
Denver Nuggets,Minnesota Timberwolves,90,98,-8,Nuggets,Timberwolves,0
Oklahoma City Thunder,Dallas Mavericks,N/A,N/A,#VALUE!,Thunder,Mavericks,0
Boston Celtics,Indiana Pacers,133,128,5,Celtics,Pacers,0
Minnesota Timberwolves,Dallas Mavericks,105,108,-3,Timberwolves,Mavericks,0
Boston Celtics,Indiana Pacers,126,110,16,Celtics,Pacers,0
Minnesota Timberwolves,Dallas Mavericks,108,109,-1,Timberwolves,Mavericks,0
Indiana Pacers,Boston Celtics,111,114,-3,Pacers,Celtics,0
Dallas Mavericks,Minnesota Timberwolves,116,107,9,Mavericks,Timberwolves,0
Indiana Pacers,Boston Celtics,102,105,-3,Pacers,Celtics,0
Dallas Mavericks,Minnesota Timberwolves,100,105,-5,Mavericks,Timberwolves,0
Boston Celtics,Indiana Pacers,N/A,N/A,#VALUE!,Celtics,Pacers,0
Minnesota Timberwolves,Dallas Mavericks,103,124,-21,Timberwolves,Mavericks,0
Indiana Pacers,Boston Celtics,N/A,N/A,#VALUE!,Pacers,Celtics,0
Dallas Mavericks,Minnesota Timberwolves,N/A,N/A,#VALUE!,Mavericks,Timberwolves,0
Boston Celtics,Indiana Pacers,N/A,N/A,#VALUE!,Celtics,Pacers,0
Minnesota Timberwolves,Dallas Mavericks,N/A,N/A,#VALUE!,Timberwolves,Mavericks,0
Boston Celtics,Dallas Mavericks,107,89,18,Celtics,Mavericks,0
Boston Celtics,Dallas Mavericks,105,98,7,Celtics,Mavericks,0
Dallas Mavericks,Boston Celtics,99,106,-7,Mavericks,Celtics,0
Dallas Mavericks,Boston Celtics,122,84,38,Mavericks,Celtics,0
Boston Celtics,Dallas Mavericks,106,88,18,Celtics,Mavericks,0
Dallas Mavericks,Boston Celtics,N/A,N/A,#VALUE!,Mavericks,Celtics,0
Boston Celtics,Dallas Mavericks,N/A,N/A,#VALUE!,Celtics,Mavericks,0
Denver Nuggets,Boston Celtics,103,107,-4,Nuggets,Celtics,0
Utah Jazz,New Zealand Breakers,116,87,29,Jazz,Breakers,0
Los Angeles Lakers,Minnesota Timberwolves,107,124,-17,Lakers,Timberwolves,0
LA Clippers,Golden State Warriors,90,91,-1,Clippers,Warriors,0
Boston Celtics,Denver Nuggets,130,104,26,Celtics,Nuggets,0
Charlotte Hornets,New York Knicks,109,111,-2,Hornets,Knicks,0
Toronto Raptors,Washington Wizards,125,98,27,Raptors,Wizards,0
Detroit Pistons,Milwaukee Bucks,120,87,33,Pistons,Bucks,0
Los Angeles Lakers,Phoenix Suns,114,118,-4,Lakers,Suns,0
New Orleans Pelicans,Orlando Magic,106,104,2,Pelicans,Magic,0
Philadelphia 76ers,New Zealand Breakers,139,84,55,76ers,Breakers,0
San Antonio Spurs,Oklahoma City Thunder,107,112,-5,Spurs,Thunder,0
Dallas Mavericks,Memphis Grizzlies,116,121,-5,Mavericks,Grizzlies,0
Utah Jazz,Houston Rockets,122,113,9,Jazz,Rockets,0
Cleveland Cavaliers,Chicago Bulls,112,116,-4,Cavaliers,Bulls,0
Charlotte Hornets,Miami Heat,111,108,3,Hornets,Heat,0
Detroit Pistons,Phoenix Suns,97,105,-8,Pistons,Suns,0
Atlanta Hawks,Indiana Pacers,131,130,1,Hawks,Pacers,0
LA Clippers,Brooklyn Nets,115,106,9,Clippers,Nets,0
New York Knicks,Washington Wizards,117,94,23,Knicks,Wizards,0
San Antonio Spurs,Orlando Magic,107,97,10,Spurs,Magic,0
Oklahoma City Thunder,Houston Rockets,113,122,-9,Thunder,Rockets,0
Sacramento Kings,Golden State Warriors,112,122,-10,Kings,Warriors,0
Cleveland Cavaliers,Indiana Pacers,117,129,-12,Cavaliers,Pacers,0
Dallas Mavericks,Utah Jazz,102,107,-5,Mavericks,Jazz,0
Memphis Grizzlies,Charlotte Hornets,94,119,-25,Grizzlies,Hornets,0
Milwaukee Bucks,Los Angeles Lakers,102,107,-5,Bucks,Lakers,0
Oklahoma City Thunder,New Zealand Breakers,117,89,28,Thunder,Breakers,0
Orlando Magic,New Orleans Pelicans,N/A,N/A,#VALUE!,Magic,Pelicans,0
Washington Wizards,Toronto Raptors,113,95,18,Wizards,Raptors,0
Minnesota Timberwolves,Philadelphia 76ers,121,111,10,Timberwolves,76ers,0
Golden State Warriors,Sacramento Kings,109,106,3,Warriors,Kings,0
Phoenix Suns,Detroit Pistons,91,109,-18,Suns,Pistons,0
LA Clippers,Portland Trail Blazers,101,99,2,Clippers,Blazers,0
Chicago Bulls,Memphis Grizzlies,121,124,-3,Bulls,Grizzlies,0
Boston Celtics,Philadelphia 76ers,139,89,50,Celtics,76ers,0
San Antonio Spurs,Utah Jazz,126,120,6,Spurs,Jazz,0
Miami Heat,New Orleans Pelicans,101,99,2,Heat,Pelicans,0
Sacramento Kings,Portland Trail Blazers,85,105,-20,Kings,Blazers,0
New York Knicks,Minnesota Timberwolves,115,110,5,Knicks,Timberwolves,0
Boston Celtics,Toronto Raptors,115,111,4,Celtics,Raptors,0
Denver Nuggets,Phoenix Suns,114,118,-4,Nuggets,Suns,0
Golden State Warriors,Detroit Pistons,111,93,18,Warriors,Pistons,0
Indiana Pacers,Memphis Grizzlies,116,120,-4,Pacers,Grizzlies,0
Brooklyn Nets,Washington Wizards,131,92,39,Nets,Wizards,0
Atlanta Hawks,Philadelphia 76ers,89,104,-15,Hawks,76ers,0
Milwaukee Bucks,Chicago Bulls,111,107,4,Bucks,Bulls,0
LA Clippers,Dallas Mavericks,110,96,14,Clippers,Mavericks,0
Toronto Raptors,Boston Celtics,119,118,1,Raptors,Celtics,0
Miami Heat,San Antonio Spurs,120,117,3,Heat,Spurs,0
New York Knicks,Charlotte Hornets,111,105,6,Knicks,Hornets,0
Houston Rockets,New Orleans Pelicans,118,98,20,Rockets,Pelicans,0
Denver Nuggets,Oklahoma City Thunder,94,124,-30,Nuggets,Thunder,0
Utah Jazz,Sacramento Kings,117,114,3,Jazz,Kings,0
Los Angeles Lakers,Golden State Warriors,97,111,-14,Lakers,Warriors,0
Philadelphia 76ers,Brooklyn Nets,117,95,22,76ers,Nets,0
Detroit Pistons,Cleveland Cavaliers,108,92,16,Pistons,Cavaliers,0
Miami Heat,Atlanta Hawks,120,111,9,Heat,Hawks,0
Chicago Bulls,Minnesota Timberwolves,125,123,2,Bulls,Timberwolves,0
Portland Trail Blazers,Ulm Ratiopharm,111,100,11,Blazers,Ratiopharm,0
Indiana Pacers,Charlotte Hornets,121,116,5,Pacers,Hornets,0
Dallas Mavericks,Milwaukee Bucks,109,84,25,Mavericks,Bucks,0
Oklahoma City Thunder,Atlanta Hawks,104,99,5,Thunder,Hawks,0
Minnesota Timberwolves,Denver Nuggets,126,132,-6,Timberwolves,Nuggets,0
Houston Rockets,San Antonio Spurs,129,107,22,Rockets,Spurs,0
Phoenix Suns,Los Angeles Lakers,122,128,-6,Suns,Lakers,0
LA Clippers,Sacramento Kings,113,91,22,Clippers,Kings,0
Washington Wizards,New York Knicks,118,117,1,Wizards,Knicks,0
Orlando Magic,Philadelphia 76ers,114,99,15,Magic,76ers,0
Brooklyn Nets,Toronto Raptors,112,116,-4,Nets,Raptors,0
Chicago Bulls,Cleveland Cavaliers,139,137,2,Bulls,Cavaliers,0
Memphis Grizzlies,Miami Heat,109,114,-5,Grizzlies,Heat,0
Portland Trail Blazers,Utah Jazz,124,86,38,Blazers,Jazz,0
Golden State Warriors,Los Angeles Lakers,132,74,58,Warriors,Lakers,0
Boston Celtics,New York Knicks,132,109,23,Celtics,Knicks,0
Los Angeles Lakers,Minnesota Timberwolves,110,103,7,Lakers,Timberwolves,0
Detroit Pistons,Indiana Pacers,109,115,-6,Pistons,Pacers,0
Atlanta Hawks,Brooklyn Nets,120,116,4,Hawks,Nets,0
Miami Heat,Orlando Magic,97,116,-19,Heat,Magic,0
Philadelphia 76ers,Milwaukee Bucks,109,124,-15,76ers,Bucks,0
Toronto Raptors,Cleveland Cavaliers,106,136,-30,Raptors,Cavaliers,0
Houston Rockets,Charlotte Hornets,105,110,-5,Rockets,Hornets,0
New Orleans Pelicans,Chicago Bulls,123,111,12,Pelicans,Bulls,0
Utah Jazz,Memphis Grizzlies,124,126,-2,Jazz,Grizzlies,0
LA Clippers,Phoenix Suns,113,116,-3,Clippers,Suns,0
Portland Trail Blazers,Golden State Warriors,104,140,-36,Blazers,Warriors,0
Washington Wizards,Boston Celtics,102,122,-20,Wizards,Celtics,0
Dallas Mavericks,San Antonio Spurs,120,109,11,Mavericks,Spurs,0
